Comment,Label
"Nó bị lệch 1 cái trấu, mở ốc ra để gắn lại được không, vì đã thử mà không mở được nên không dám cố mở",negative
"Đóng gói chắc chắn, giao hàng nhanh",positive
"Nồi đẹp, vừa phải cho gia đình 3-4 người. Mình chủ yếu chiên khoai, nướng khoai, nướng bánh mỳ... chưa có chỗ gì để chê... Rất vừa ý",positive
Cảm ơn tiki đã mang đến cho khách hàng những sản phẩm chất lượng và giá thành hợp lý. mình sẽ tiếp tục ủng hộ. cảm ơn tiki.,positive
"nhận hàng nhanh, hàng đầy đủ phụ kiện, mới dùng 1 lần thấy Ok, rất ưng",positive
"Thiết kế đẹp, đã dùng thử nhưng không thấy mùi nhựa như một số review. Chưa dùng thử nên không biết thế nào.",neutral
"Qua 1 thời gian sử dụng tôi thấy nồi chiên không dầu của Lock&Lock sử dụng tốt, bên trong có giỏ chiên chống dính rất tiện lợi và dễ dàng khi sử dụng và vệ sinh máy. Tuy nhiên khi chiên vẫn phải canh để trở thức ăn để thức ăn chín đều.",positive
"Chiên giòn và mùi rất thơm. Tiện dụng, sạch sẽ. Lúc mua mình phân vân, sợ ko dùng tới. Nhưng giờ chiên hoài. 3l nhưng ko to đâu, vừa dùng cho gia đình 3-4 người rồi. Chấu cắm 3 chân nên mua thêm chấu cắm điện chuyển đổi nha. Tiki giao hàng nhanh và đóng gói đẹp",positive
Mình mới mua lúc giảm giá. Về gia công thì chưa thực sự đẹp như Phillips hay Xiaomi. Dùng thử thấy tốt. Nhiều người thân cũng hỏi mua sản phẩm tượng tự.,neutral
"giao hàng nhanh, bọc kĩ lưỡng mở hàng ra thùng không bị móp, rất là ưng ý luôn, hy vọng xài ổn",neutral
"Sau 6 tháng sử dụng mình mới có thời gian review sản phẩm. Sản phẩm rán, nướng đồ ăn đều, ngon. Đồ rán ròn ngoài, ẩm trong, đồ nướng ướp cũng cực ngon. Sản phẩm đáng tiền.",positive
"tiki giao hàng tiki now quá nhanh, đóng gói cẩn thận. làm món bánh chuối tuyệt vời.",positive
"Nồi dùng khá ổn, nem rán, tôm rán thì hơi khô nhưng các món thịt rán thì ngon,, giữ được độ ngọt của thịt. Mình dùng giấy bạc lót dưới nên cũng hạn chế thức ăn tiếp xúc với lớp chống dính mỏng của nồi nên thấy rất hữu ích.",positive
"Nồi cực dễ sử dụng nha mn ơi, tay nắm nhẹ, chương trình cũng dễ sử dụng nữa, nên mua nha.",positive
"Sản phẩm tốt, dễ sử dụng, không mất nhiều thời gian. Rất phù hợp với người lười như mình ",positive
"Mình đã dùng để chiên đậu hũ, nếu thích ăn giòn thì rưới ít dầu lên, tự khử mùi dầu luôn nên bếp không bị ám mùi, sạch sẽ, cực kì ưng ý",neutral
"Giao hàng nhanh, đóng gói kỹ. Mình mới nhận chưa sử dụng, mình sẽ review tiếp theo sau nhen.",neutral
Mình mua được hôm giảm giá. Quá yêu thương cho chất lượng và độ tiện dụng. Cám ơn Tiki nhiều lắm,positive
"Sử dụng dễ dàng, nồi chiên lớn có thể chiên được nhiều cùng một lúc. Nướng cá cũng rất ngon, chỉ cần quét 1 lớp dầu lên trên cá đã ướp và nướng trong 20p. Hài lòng.",positive
"Hàng chính hãng, đóng gói cẩn thận, mới đẹp, quá tuyệt với mức giá siêu sale. Thanks tiki!",positive
Máy dùng tốt đóng gói cẩn thận. Nấu nướng tiện dụng,positive
sản phẩm dùng rất thích. Tiện lợi. nhanh chóng.,positive
"Chất lượng sản phẩm rất ổn, dễ sử dụng. Đã thử chiên chả giò, cần rất ít dầu phủ lớp vỏ ngoài để tránh các chả giò dính vào nhau. Chiên rất giòn, ngon.",positive
"Mình mới mua đợt giảm giá tháng 11 vừa rồi. Nồi hầu như không sử dụng dầu , chiên lên rất ngon , nhìn món ăn hấp dẫn. Chùi rửa cũng rất tiện . Chiên xong mình ngâm nước sau đó mới rữa , giúp không bị trầy lớp chống dính bên trong",positive
"Thành phẩm ngon ngoài mong đợi, rất vừa ý. có điều lớp chống dính hơi mỏng tí, còn lại đều tốt",positive
Dùng cũng ok chiên thịt mềm thơm ngon nhưng ngán nhất cái cảnh cọ rửa sau đấy,neutral
Nồi dùng ok. Rất tiện cho nấu nướng. Từ hôm mua về đến giờ hầu như ngày nào nhà mình cũng sử dụng.,positive
"Giao hàng nhanh, bao bì cẩn thận, hàng giống trong hình",positive
"nồi dễ sử dụng. dễ nấu, sản phẩm phù hợp với giá thành. mình mua 1.799k",positive
dễ sử dụng,positive
"Cty giao hàng chuyên nghiệp, hàng ok ổn",positive
"chưa dùng thử nên chưa biết chất lượng hàng hoá thế nào. đánh giá thấp ở đây vì nhân viên giao hàng tệ 1 cách không thể chấp nhận được. gọi điện giao hàng thì cáu gắt, đến giao hàng điện tử mà ném bịch thùng hàng xuống đất như ném bịch rác, kêu mở thùng hàng kiểm tra xem có vỡ hay hỏng hóc gì không thì kéo rách cả thùng hàng luôn, đứng chửi khách hàng là khó tính, bắt bẻ này nọ. nếu bên đối tác giao hàng nhanh mà cứ thế này chắc khách họ cũng quay lưng với tiki quá. ảnh của nhân viên giao hàng là bạn này đây",Negative
Sản phẩm chất lượng. Đẹp và tiện dụng.,positive
Tiki đóng gói rất chắc chắn và đẹp. sản phẩm mình dùng rất ok. Tuy nhiên chiên cá thì không được giòn như chiên truyền thống. Tóm lại là rất hài lòng về sp.,positive
"Tiki giao hàng rất nhanh, đặt chiều tối hôm trước mà sáng hôm sau đã có hàng (mặc dù mình ở tỉnh). Chưa dùng thực tế mới mở ra để test các chức năng thấy ok, giá cả rất hợp lý.",positive
xài rất thích. giao hàng nhanh,positive
Đẹp. Chưa dùng chưa biết chất,neutral
"quá ư là xịn xò. yêu tiki nhất. rẻ nhất, xịn nhất, uy tín nhất",positive
ok nha,positive
"sp rất tốt, nấu gì cũng tiện",positive
"Nồi nhỏ gọn, chất lượng nồi tạm ổn, tay cầm và rổ chiên hơi mỏng manh . Phù hợp gia đình 3- 4 người. Vừa túi tiền, hài lòng.",positive
"Nồi chiên rất ngon, chiên 1 kg cánh gà, cả nhà đều rất thích, giá lại rẻ",positive
"Mình mua vào dịp sale nên giá cũng OK, sản phẩm làm được nhiều món và rất tiện lợi",positive
"đóng gói cẩn thận, đẹp; tôi đã dùng thử, rất vừa ý",positive
"Đã mua hàng ở Tiki nhiều lần, hàng giao nhanh, đóng gói cẩn thận. Rất hài lòng với sản phẩm",positive
"đã dùng thử, rất tốt",positive
Mua tiki trading lúc sale giá tốt. Tiki giao hàng nhanh và nguyên seal,positive
"Rất đáng đầu tư, phù hợp với chị em công việc bận rộn. Mình khá hài lòng về chất lượng sp, giờ bếp núc là chuyện nhỏ. Dự định mua tặng bà nội và ngoại 2c",positive
"nồi tốt, lại có khuyến mãi tô thuỷ tinh chịu nhiệt.",positive
Xài ok lắm nha. Bỏ vừa nguyên con gà để quay luôn,positive
"Đang chờ khuyến mãi để mua cái thứ 2 mà lâu quá. Sản phẩm rất tiện ích, chiên cá, khoai tây... đặc biệt nướng lại bánh mì rất giòn",positive
"sản phẩm giống mô tả, nhưng không biết độ bền như thế nào?",Neutral
Rất vui để chế biến các món mới,positive
"Mẫu mã đẹp, dễ sử dụng, nướng thử món đùi gà thịt mềm ngon không bị khét",Positive
"Sau khi nhận hàng cảm nhận ban đầu khá ổn, còn về lâu dài mới biết cụ thể",neutral
Sống trên đời mà không có nồi chiên không dầu là 1 thiếu sót lớn,Positive
"Giao hàng nhanh, đóng gói cẩn thận, nồi chạy êm và sử dụng tốt",Positive
"Sản phẩm như hình, sử dụng thấy ổn.",neutral
"Các món không có hướng dẫn sử dụng nhiệt độ và thời gian thì hơi khó canh, chẳng hạn chiên bánh phồng tôm thì chưa được ưng ý.",neutral
"Rất hài lòng về sản phẩm, mẫu mã đẹp, chất lượng tốt. Nói chung là hài lòng với mức giá của sản phẩm. Gửi Tiki lời khen về cách đóng gói.",positive
tốt,positive
"Hàng đúng như mô tả, dùng tốt",positive
Mình thắc mắc là sao không có quà khuyến mãi đi kèm ????,negative
"Hài lòng, không bị mùi nhựa, nhà ít dùng dung tích bé. Nhà đông người nên mua loại to hơn",neutral
"nồi mình mua đc 3 tháng rồi, dùng ổn và chưa thấy vấn đề gì",positive
Nồi chiên điện tử nên thời gian và nhiệt độ chọn chính xác. Nồi hoạt động khá êm. Hợp lý với mức giá 1tr9.,positive
nồi khi chiên hơi ồn và nóng quá,negative
Nồi dùng ổn. Mua trong đợt khuyến mãi nên giá tốt.,positive
"Đã sử dụng hàng sài rất tốt, đã nấu món ăn rất vừa ý, chỉ có điều hơi chiếm diện tích nhà bếp thôi",positive
"Nhận được nồi và sử dụng 3 lần rồi. Nồi đẹp, chùi rửa cũng dễ. Chiên khoai, thịt ngon, chưa chiên thử cá",positive
"Hàng dùng tốt, mua ngay đợt giảm mạnh giá chưa tới 2m, có điều chưa tìm hiểu các món dành cho nồi chiên không dầu nên chỉ mới làm khoai tây, thịt, tôm",positive
"Nồi dùng rất thích, giao hàng nhanh, mẫu mã đẹp, sang",Positive
"Sản phẩm tốt, đóng gói cẩn thận, giao hàng nhanh, tiết kiệm thời gian nấu nướng và đảm bảo sức khoẻ.",Positive
vợ sử dụng. mình không dùng nhưng tiện bớt bày bừa,neutral
"mình mua ngay đợt khuyến mãi sinh nhật tiki nên giá rất tốt, tiện lợi dễ vệ sinh, lại tốt cho sức khỏe",Positive
"Tiki giao hàng nhanh, bọc cẩn thận. Nồi chiên thao tác dễ dàng, cảm thấy việc bếp núc nhẹ nhàng bao nhiêu.",Positive
"nồi nhận đóng gói kỹ , món ăn nấu lần đầu ngon",Positive
Nồi dùng rất ổn. Mình sẽ tiếp tục lựa chọn mua đồ tại Tiki,Positive
Mình rất hài lòng về sản phẩm mình sẽ cho 5 sao,Positive
"Hàng chuẩn, đúng quảng cáo.",Positive
"Tiki giao hàng nhanh, đóng gói cẩn thận. Đã thử chiên chả cá và khoai tây chiên, tất cả đều rất ổn.",Positive
"Nồi sử dụng khá ổn, đang sử dụng, thời gian tôi không biết",Neutral
máy đẹp tiện dụng. mua lúc sale nên giá khá tốt,Positive
Rất tiện! Chỉ cần 20-30 phút là xong 1 món,Positive
chất lượng,Positive
"Nồi chiên hoạt động êm ái, mua đợt khuyến mãi có 1tr8 thì phải, nói chung chất lượng so với giá tiền thì tuyệt vời.",Positive
"Lò tốt, chiên ngon",Positive
Đẹp,Positive
"Dùng tốt, tiện, chế biến được nhiều món",Positive
Hàng cực kì ok. Dùng thử 1 lần khá ổn.,Positive
"Nút bấm cảm ứng, quạt kêu êm không quá ồn",Positive
Phải sử dụng mới biết chất lượng nhé,neutral
Lần đầu tiên có một sản phẩm tốt như vậy. Nấu không tốn nhiều dầu mỡ và thức ăn thơm ngon. Cảm ơn tiki! Mình may mắn đc mua với giá tốt!,Positive
"cá nhân mình rất thích xài nồi này, ngoài chiên thì mình nó như một bếp nướng vậy, siêu tiện",Positive
Tuyệt vời,Positive
mới dùng ít bữa thấy ưng. nhưng mình thấy có bộ quà tặng đi kèm mà sao không thấy gửi nhỉ?,Positive
Sản phẩm chất lượng tốt. Tuyệt!,Positive
Sản phẩm tốt và bền. Sử dụng 2 năm vẫn tốt,Positive
"Chưa xài luôn, gà công nghệ",neutral
"Chát lượng sản phẩm tốt, không hỗ danh sản phẩm mang thương hiệu Hàn Quốc",Positive
Hàng chất lượng. Giao hàng rất nhanh!,Positive
Nồi sử dụng rất thích. Hình thức đẹp,Positive
"Đóng gói cẩn thận, hàng siêu đẹp",Positive
Bền,Positive
Nồi đẹp và đóng gói cẩn thận,Positive
"Chiên nướng đều ngon , ngày làm 2 cử chồng khen ríu rít . Thích nhất là cái nồi này",Positive
mình  mới nhận và dùng thử thấy hài lòng,Positive
Hài lòng về sản phẩm rất hài lòng về tiki,positive
"Sản phẩm đẹp ngoài sức tưởng tượng của mình. Dễ sử dụng, cất cũng gọn gàng, màu đen sang trọng, ít bị dơ. Tiki đóng gói hàng cẩn thận, lịch sự, giao hàng nhanh chóng.",positive
nồi chiên rất ngon,positive
"nồi rất tốt, nấu ăn rất nhàn, mình rất thích, lại mua được lúc giảm giá nữa",positive
"giao hàng nhanh, sản phẩm ưng ý, sử dụng xong đánh giá tiếp",positive
"hơi to nhưng êm, dễ sử dụng",positive
Hàng tốt giá mềm hài lòng,positive
"Hàng sài tốt, mẫu mã đẹp, giao nhanh",positive
"Nhận hàng đóng gói cẩn thận chắc chắn, sản phẩm đẹp, dùng rất tốt.Cám ơn cửa hàng.",positive
"Sản phẩm trang nhã, dễ sử dụng, chiên thức ăn không bị khô, rất thích nên tôi đã đặt mua thêm 1 cái nữa",positive
"Làm các món như thịt ba chỉ hay sườn nướng, khoai tây chiên thì ngon tuyệt vời nhưng nem và chả giò thì bị khô dù đã quết dầu. Nhưng nói chung cũng xứng 5 sao.",positive
Nồi xài tốt. Mình hài lòng.,positive
Hàng sài ok á ,positive
Nồi Chiên Không Dầu Điện Tử Lock&Lock ECF-300B (3 lít) dùng khá tốt,positive
"giao hàng nhanh, đóng gói cẩn thận, sản phẩm sử dụng tốt, tiện lợi",positive
hàng dùng tốt,positive
"sử dụng tốt, dóng gói rất cẩn thận, Sản phẩm mẫu mã đẹp sang chảnh",positive
"sản phẩm đẹp, sử dụng rất tốt. đóng gói cẩn thận. nói chung là ok",positive
Hàng ok,positive
"Sản phẩm thương hiệu nổi tiếng, giá bán hợp lý và Tiki đã thực hiện đúng cam kết bán hàng nhanh gọn, thuận lợi",positive
"Hàng tốt, mau vè sử dụng được 1 tháng thấy OK, chất lương tốt, đóng gói đẹp",positive
Thấy bà xã khen dữ lắm. Do không biết chiên khoai tây hay sao mà thấy không giòn lắm.,neutral
"Sản phẩm dùng tốt, chiên đồ ăn ngon, đảm bảo sức khỏe",positive
"Nằm vùng nồi chiên không dầu này khá lâu rồi giờ mới mạnh dạn mua. Mình mới mua xong nên có những nhận xét ban đầu: Nhược điểm: không khít giữa các khớp, các cạnh khá nhọn, chiên khoai tây ngon nhưng không giòn. Ưu điểm: chiên gà vịt khá nhanh, thịt bên trong chín đều, không cần nhiều dầu mỡ tốt cho sức khỏe. Các bạn nên để ngâm 30p trước khi rửa sẽ không bị bong lớp chống dính...dùng thêm 1 thời gian nữa rồi mình nhận xét thêm",neutral
"Tuyệt vời ông mặt trời. Nhờ khuyến mãi mà mình mua được nồi xịn, giá tốt. Cám ơn Tiki",positive
"Nguyên seal nguyên kiện, test thử món gà chiên ưng bụng xuất sắc, chả giò thì hơi cùi bắp, chín trong mà không vàng ngoài lắm, dù chiên tới 20p. Gà cũng phải chiên lâu hơn so với thời gian khuyến cáo thì mới vàng đẹp.",positive
"Sản phẩm dễ sử dụng và đúng mong đợi. Tiki gói hàng kỹ, giao hàng nhanh và đúng thời gian.",positive
"Giao hàng cực kỳ nhanh chóng, đóng gói rất kỹ lưỡng . Mẫu mã đẹp và gọn gàng.",positive
Nồi đẹp. Chính hãng. Có sách hướng dẫn bằng tiếng Việt. Vợ mình thích lắm. Ngày nào cũng xài. Giá 2tr đúng là quá hời.,positive
"nồi chiên rất tiện và tốt cho sức khỏe,không bay mùi khi chiên nướng mình rất thích sản phẩm này",positive
"Sản phẩm tốt, có thể dùng được với nhiều mục đích khác nhau. An toàn cho người đưng và lợi ích cho sức khoẻ.",positive
Tiki giao hàng sớm Sản phẩm chất lượng Giá cả quá phải chăng vì có nhiều ưu đãi.,positive
"Hàng đẹp đáng tiền, đóng gói chắc chắn, giao hàng nhanh.",positive
Sản phẩm sử dụng rất tốt. Tôi rất hài lòng. Tiki giao rất đúng hẹn,positive
"Mua được lúc giá giảm thích quá, nay lại thấy lên 4 triệu 5 rồi. mình mua lúc giá 1 triệu 8 ",positive
"Mua đúng đợt sale lớn, sản phẩm tốt hơn mong đợi! Tiki giao hàng đúng hẹn, nhân viên nhiệt tình.",positive
Giá cả và tính năng phù hợp với nhu cầu của gia đình tôi,positive
"nồi đẹp, giao diện cảm ứng nhạy dễ dùng. lòng nồi rộng. chiên ngon.",positive
"Mua lúc sale sập sàn, sản phẩm rất tốt, phù hợp với nhà có không gian hẹp",positive
"chất lượng Sản phẩm tốt, tiki giao hàng nhanh, dịch vụ tốt",positive
"hàng chất lượng, giá cả phù hợp, giao hàng gọn gàng , bao bì đẹp",positive
"Với giá Tiki bán rất hợp lý, mua về dùng hỗ trợ gần 80% việc chiên thực phẩm.",positive
Sử dụng rất thích luôn! Nhà mình nhỏ thì xài nồi này khỏi mua lò nướng!!,positive
"lớp chống dính tốt, nồi hoạt động rất êm, không ồn ào",positive
"Thực sự hài lòng với nồi chiên không dầu này, hàng giao nhanh, đóng gói cẩn thận. Cám ơn tiki nhiều!",positive
Mình dùng đến giờ là thấy chất lượng ổn. Tiki cũng hỗ trợ đổi hàng khi lỗi rất tốt,positive
"Mình mua nồi lúc tiki sale có hơi đắn đo nhưng mua về dùng rất ưng ý, nồi chiên ăn giòn và ngon!",positive
"Giao hàng nhanh chóng, đóng gói kỹ. Sản phẩm tốt, mẫu mã đẹp",positive
"sản phẩm dùng rất thích, TIKI đóng gói sản phẩm tốt",positive
"Sản phẩm dễ sử dụng, thực phẩm chín đều, giòn và ngon.",positive
"Thích vì sản phẩm rất gọn, dễ sử dụng lại mua được giá rẻ đợt flash sale.",positive
"Giá tốt, giao hàng hơi chậm so với dự kiến. Flash sale sản phẩm gia dụng locknlock tuyệt vời. 5 sao",positive
Giao hành nhanh chóng. Đóng gói cẩn thận. Nồi chiên không dầu xài rất thích.,positive
"Mình mói thử 1 vài món cơ bản: cá , đậu, thịt, làm nem, buổi đầu rán cá thì cá sống, lại phải cho ra chảo rán lại, Mình đã rán 2 lần, mỗi lần 20p, nhưng cá chỉ se mặt chứ không chín vàng được, lần 2 rán nem: rán tầm 10p lật mặt kia tầm 7p là đẹp. rán đậu thì không quết dầu nên ăn hơi khô, không ngon như rán dầu. Nói chung cũng tiết kiệm được khoản dầu mỡ, và thời gian đứng rán. khá phù hợp cho gia đình ít người ",positive
"Mình đã dùng rất cẩn thận nhưng lớp chống dính ở khay to quả là rất tệ, dùng được chục lần đã bị bong rồi, nướng xong màn hình led cảm giác đang bị đọng hơi nước, khay khá mỏng",negative
Mình mua với giá khuyến mãi không biết có rẻ chưa. Nồi chiên nhìn đẹp mắt. nhưng bên trong quai cầm hơi không chắc chắn lắm. chỉ có 6 chế độ thức ăn không biết làm được nhiều món không. quà tặng là bộ 6 món bằng nhựa. mình tự hỏi làm sao đem xào nấu đồ ăn nóng được?,negative
"Sản phẩm lắp ráp ẩu, bị vênh lớp ở ngoài, gọi điện cho cskh thì hẹn là có kỹ thuật gọi lại, đợi dài cả cổ, gọi lại đến cả chục lần thì chỉ nhận lại lới hứa hẹn. Sau cùng phải van xin bên cskh thì nhận được lời hứa sẽ thu hồi sản phẩm trong vòng 24h, nhưng đến bay giờ đã gần 3 ngày rồi mà không thấy động thái nào. Bán hàn chỉ chăm chăm bán được hàng, xong rồi thì phủi tay thế này thì không ổn tý nào, mình mua của tiki khá nhiều nhưng thế này thì không ổn tý nào.",Negative
"Sau khi dùng được 1 đến 2 lần thì phần khay chiên bị bong tróc phần chống dính, ngày càng bong nhiều và bị dộp bong theo mảng",Negative
"Nhận hàng xong háo hức mở ra ko biết nói gì. Vỏ nồi vỡ lanh tanh bành! Giờ lại phải ngồi chờ đổi với trả. Mà đang giao về dc nhà, ko biết mấy bạn Tiki định bao giờ mới đổi đây, đổi trong tuần lấy ai ở nhà mà đổi, rõ chán!",Negative
"mình đã mua sản phẩm này đến tháng 12 là được 1 năm . trong quá trình sử dụng mình rất hài lòng , sản phẩm chỉ bị nóng quá khi hoạt động còn lại ok. đến ngày 3 nov vừa qua mình cắm điện thấy không vào điện nữa. và mình đã gọi tiki để yêu cầu bảo hành đến hôm nay mình vừa nhân lại nồi . khi mình cắm điện và cho thức ăn vào thì nồi có dấu hiệu bị rò điện và điều quan trọng nữa là nó KÊU NHƯ CÁI MÁY CÀY. Thật lòng không biết các anh kỹ thuật viên đã làm việc như thế nào . không hề kiểm tra sản phẩm trước khi trả lại khách hàng nếu nó hư bên trong không phát hiên ra mình không nói đằng này nó kêu hơn cả tiếng máy nổ.",Negative
"Mua rồi mới biết dung tích nhỏ quá, chỉ nấu được ít đồ. Nên mua sản phẩm có dung tích lớn hơn ví dụ 5 lít. Sản phẩm đóng gói kỹ, giao nhanh và bền. (Dùng lâu rồi, hôm nay mới vào đánh giá). Tóm lại sản phẩm ok, lúc vệ sinh (rửa) hơi mệt, không phù hợp với những ai lười rửa chén đĩa ",positive
"Mình đã đắn đo rất nhiều trước khi mua sản phẩm này. Đọc nhận xét của mấy bạn, vẫn là 50 khen, 50 chê. Rồi mình thấy mấy đứa bạn chơi chung với mình, ai cũng khen hết và nhà bạn nào cũng có một cái, vậy là mình quyết định mua luôn, ngay lúc Tiki giảm giá. Dịch vụ giao hàng 2h đúng như mong đợi. Mình đã chiên được khoai tây, thịt, chả giò, nói chung là các sản phẩm làm ra mình đều hài lòng. Hài lòng nhất là đỡ mất thời gian đi lau cái bếp văng dầu tùm lum",positive
"Hàng ngay khi sử dụng lần đầu tiên là không được rồi. Thử lần 2 vẫn không được (Chiên khoai tây 1 giờ chưa chín, Chiên phi lê cá 50 phút thì được cá hấp). Tiki chỉ đồng ý bảo hành vì ĐỔI TRẢ chỉ áp dụng nếu CHƯA DÙNG. Chưa dùng ai biết hỏng mà ĐỔI TRẢ. Gửi bảo hành: Yêu cầu của Tiki phải gửi đủ phụ kiện, Khách đã gửi đủ và Tiki xác nhận đã nhận lại đơn hàng để bảo hành, hàng đang bảo hành (Đội ngũ Hậu Mãi của Tiki đang tiến hành bảo hành (các) sản phẩm ở đơn hàng #968879564: Nồi Chiên Không Dầu Điện Tử Lock&Lock ECF-300B (3 lít). Ngày dự kiến hoàn thành bảo hành là: 23/04/2019)",Negative
Nồi săn sale được giá tốt mà về chạy không khác gì máy cày các bác ạ. Tìm hiểu kỹ thì là do con ốc ở cánh quạt. Mọi người có ai tình trạng này như em không ạ?,Negative
"Về mặt hình thức, mình thấy các chỗ các khớp của nồi chiên này hơi chênh nhau, không đều. Còn lúc chiên khoai tây, chiên cá thì hơi khô, không vàng đẹp như mọi người nói (mình đã bôi lớp dầu mỏng lên rồi), vẫn chưa thử chiên các loại khác nên không dám nhận xét nhiều, dù sao mua nhân dịp giảm giá nên không dám đòi hỏi cao, hy vọng lớp chống dính không bị tróc ra quá sớm.",neutral
"Nồi dùng êm, kiểu dáng đẹp gọn, tuy nhiên nếu ai thuộc tuýp người thích ăn đồ chiên giòn thì sản phẩm không phù hợp lắm vì, để có thể chiên giòn tốn thời gian khá lâu và độ giòn không tới. Còn những yếu tố khác đều tốt, giữ được độ ẩm của thực phẩm, chín đều từ trong ra ngoài, dễ sử dụng và dọn rửa.",positive
tôi mua sản phẩm này vào ngày 10/10/2018. tới nay thì lớp chống dính bị trầy từa lưa mặc dù khi rửa chỉ dùng mốp mềm để rửa.,negative
"Người nhà mình nhận hàng được 2 hôm. Chưa sử dụng nên chưa đánh giá được, hôm nay mình mới về nhà mở thùng ra thì thấy không hề có phần quà tặng (hộp thuỷ tinh) như công ty có ghi nhé.",negative
"Đẹp, tốt nhưng tay cầm yếu. Không nên xách nặng",positive
"Chất lượng ok, chiên đồ ăn khá ngon nhưng thời gian chiên hơi lâu (tầm 30ph), cần đảo mặt thức ăn. Nồi 3l khá là to, chiếm diện tích. Mới chiên được vài món, cần học thêm nhiều mẹo để chiên.",positive
"Thương hiệu Lock&lock nhưng chất lượng không an toàn vì lớp chống dính bị tróc sau khi mình dùng mới vài lần là bị tróc luôn rồi, mình làm xong thì ngâm nước rồi mới vệ sinh chứ không lau chùi mạnh mà còn bị vậy, lớp chống dính bám vào thức ăn luôn nếu nhìn kỹ mới thấy, chất lượng nồi tầm trung nhưng lớp chống chính quá kém thua cả chảo không dính giá 100k nữa, không biết nói sao chứ nhà sản xuất nên coi lại chất lượng lớp sơn chống dính này có đảm bảo an toàn không vậy? hay dùng loại kém chất lượng nên mới vậy, mình đã dùng qua Philip rất ok, lớp chống xài phải 1 thời gian 1 năm mới bị bong chứ không như nồi này",negative
mình có mua của tiki nồi chiên này. nhưng dùng đến lần thứ 2 thì tự nhiên không thấy vào điện nguồn nữa. mình không biết phải gọi theo số nào để nhờ trợ giúp xem cách bảo hành sản phẩm ra sao? tiki có thể hộ trợ mình được chứ? nồi mới mà sao dùng lần thứ 2 đã trục trặc rồi là sao?,negative
"Giao hàng nhanh, nồi mới dùng ổn định. Phần nhựa đen chỗ tay cầm nhìn không được chắc chắn lắm. Nồi 3 lít thì nướng được 1 con gà tối đa khoảng 1kg8 nhưng phải chặt miếng ra, mà khi nướng nhiều thì mặt dưới giòn, phải bỏ ra lật. Lật đi lật lại chín giòn mất tầm 60-70p mà không biết bạn khách hàng nào review nướng được 6 cái má đùi 1 lúc trong vòng 40 phút. Ảo quá. Về tổng thể thì hài lòng, làm được nhiều món, nướng, hấp, bỏ lò. Tiện. Không phải chiên dầu mỡ.",positive
"Nồi mới khui ra mà nhìn nhựa như bị mòn sẵn! Bộ vá 6 món tặng kèm nghe toàn mùi nhựa, chẳng có tem hiệu gì hết, chẳng dám xài!",negative
"Mình mua nồi chiên loại này ở tiki, nhận hàng ngày 16/3 nhg đến nay ngày 7/5, mới dùng khoảng 5 lần thì nồi đã hỏng. Mình đã gửi mail liên hệ đến bộ phận cskh của tiki để yêu cầu đổi trả hoặc bảo hành nhưng đều không nhận được phản hồi. Bên bạn vui lòng kiểm tra lại và chịu trách nhiệm với sản phẩm của mình. Không phải tự nhiên mình chọn mua hàng qua tiki, vì tin tưởng nên mới mua bên bạn. Nhưng chế độ hậu mãi như thế này thì quá tệ. Hơn nữa sản phẩm mình mua cũng không phải là đồ rẻ tiền.",negative
"Nồi nấu ăn không ngon như mong đợi, mọi thứ chiên ra đều mềm chứ không được giòn. Đặc biệt phần chống dính rất kém, mới chiên cá lần đầu đã bị lột da, khó vệ sinh, thua xa 1 cái chảo chống dính thông thường. Ngoài ra, thật khó hiểu với chính sách giá của Tiki, hôm nay với hôm trước giá chênh nhau gấp rưỡi luôn.",negative
"sản phẩm đem đi bảo hành, chờ cả hơn 1 tháng sốt ruột gọi điện cho Tiki thì được thông báo là chờ linh kiện sửa, chờ tiếp coi 2 tháng có bảo hành xong và gửi lại cho xài không, dịch vụ bảo hành của tiki quá tệ",negative
Mình mua 2 lần 2 nồi cho 1 mã hàng giống nhau mà sao bao bì 2 lần khác nhau hoàn toàn là sao vậy shop?,negative
"Máy mới dùng được 2 tuần đã bị hỏng. Gọi tiki 10 ngày, giục 3 lần mà không qua lấy hàng để đi bảo hành cho mình. Phần vỉ nướng mình đã rất cẩn thận để nguội, ngâm rồi rửa nhẹ nhàng nhưng vẫn bị tróc phần chống dính. Nhiệt độ của máy không chuẩn, thường phải tăng thêm 5-10 độ và thêm 5-7p nấu mới chín đồ ăn",negative
"hôm trước đọc thấy có bạn bảo không có hướng dẫn bằng tiếng Việt, giở ra đầy đủ hết mà. Thấy dự kiến 1.4 giao hàng mà hôm nay đã nhận được rồi. Đóng hàng rất chắc chắn, lát nữa sẽ dùng thử",positive
"Mình dùng thấy tiện lợi tuy nhiên dù giữ cẩn thận thì lớp chống dính vẫn bong tróc sau vài lần sử dụng và xuất hiện gỉ sắt. Độ bền cực thấp, tiki có bán ruột bên trong để mình thay và tiếp tục sử dụng không? Cảm ơn!",negative
chưa dùng nên chưa có cảm nhận về sản phẩm. Tối về sẽ khai trương,neutral
"Mua đợt sale mà set sai giá hay sao mà mua xong cái giảm thêm 100k. Nhận xét chung thì ok, chiên thịt ăn rất ngon. 3 lit mà có vẻ hơi nhỏ, chiên gà chắc phải chặt. Ship 2h rất nhanh",positive
